business_status|geometry|icon|icon_background_color|icon_mask_base_uri|name|photos|place_id|rating|reference|scope|types|user_ratings_total|vicinity|opening_hours|plus_code|price_level|permanently_closed|lat|lon
OPERATIONAL|POINT (-78.50975629999999 -0.2191318)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Cebiches de la Rumiñahui|"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118342340855555395166"">Amanda Egebjerg-Møller</a>'], 'photo_reference': 'AUjq9jlDx-_cE7hH07MWKO5haOPhDzMQgJ7aYhUEwzluLLj1COPQoghcFlx2uL46ThNBbZRhczsX7LBuwNxUyZMl6BndfGdMXAP769M_GqXMVaCWN4GcpatzCZnLmyRQpb6H5-KsvcCG2Oqw3KezWLIh6A0WsZZukKYNVc8SjxGIfcSPm9LD', 'width': 4000}]"|ChIJJdKbDiia1ZERt650Lmp1HyY|4.2|ChIJJdKbDiia1ZERt650Lmp1HyY|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|369.0|José Joaquín Olmedo Oe3-18, Quito|{'open_now': True}|{'compound_code': 'QFJR+83 Quito, Ecuador', 'global_code': '67F3QFJR+83'}|2.0||-0.2191318|-78.50975629999999
OPERATIONAL|POINT (-78.5139253 -0.224368)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Leña Quiteña|"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109087967222492465253"">Dominick Withanachchi</a>'], 'photo_reference': 'AUjq9jkNYhiMIbPGoyllA7kuxWvmIy6UxBfNjkZ0eoIXcELbFTue8_jog7zncp6OKxMWpXsHHjd48_R2_U6HMc4now5nXNTArvYUA43oVEwoKr9UR8k2W_F87bahl2trhPFrQseNG_E-iNfGDRJ6v7mtfTBUNdX2ksUmyGStK9Snm1wdDx2j', 'width': 4032}]"|ChIJ0QsxoYaZ1ZERAdYzQJzgZkQ|4.1|ChIJ0QsxoYaZ1ZERAdYzQJzgZkQ|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|988.0|Calle Guayaquil S1-76 Calle de la Ronda, Morales, Quito|{'open_now': False}|{'compound_code': 'QFGP+7C Quito, Ecuador', 'global_code': '67F3QFGP+7C'}|2.0||-0.224368|-78.5139253
OPERATIONAL|POINT (-78.5080949 -0.2183507)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Las Menestras Del Negro|"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114881424721147230424"">Juanpablo Mogrovejo</a>'], 'photo_reference': 'AUjq9jmMkFhQqJ6tVdAxM6cK3lZshosk894Jv2vzNj6OW_ZteO1Eqcs9xwJpSJiHgMAhlJTQYY9-bJtPwFR90rZKeRr2DcCz3CKXTGrGTzQ-gA1Zn1TyRn-Ub7CZklMMywUFIDW8xNpRhlW190uCQ6DJ3bxXOVGUXzfIxjdRqcWMdQHhv8Fz', 'width': 3456}]"|ChIJgeFTxiea1ZER8exQaKwpoUY|4.1|ChIJgeFTxiea1ZER8exQaKwpoUY|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|213.0|Chile Oe4, Quito|{'open_now': True}|{'compound_code': 'QFJR+MQ Quito, Ecuador', 'global_code': '67F3QFJR+MQ'}|||-0.2183507|-78.5080949
CLOSED_TEMPORARILY|POINT (-78.5126181 -0.2263238)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet|Tertulia|"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101205070556304919018"">ozkar eduardo</a>'], 'photo_reference': 'AUjq9jm4k1cItvtVb5kIW88D2axG0_KX_gPDMD3VOHe77F8fAAWIVljm2Xam2Pgyekc8IJTYBIM1wBnY0WkZhxIK9AN2TOc1fuqrkuO0yysrWm2l9VDy3gosNLJEJdXaHgyLgzpo2C2wKv-OQaRZ3x0AjQ3lKYW7vKQw4tTJR-Mvh3u6I-Mc', 'width': 1280}]"|ChIJ_4o6UISZ1ZERbvQnIkNqtXY|4.4|ChIJ_4o6UISZ1ZERbvQnIkNqtXY|GOOGLE|['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']|34.0|Juan de Dios Morales E1-29 y, Quito||{'compound_code': 'QFFP+FX Quito, Ecuador', 'global_code': '67F3QFFP+FX'}||True|-0.2263238|-78.5126181
OPERATIONAL|POINT (-78.5093354 -0.2235415)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|La Purisima|"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118186739230969684893"">La Purisima</a>'], 'photo_reference': 'AUjq9jn7WK1XMefUP3H_D_JobKE_G-Mi56uEClXzAsLNRdeyHGZh_nX97ClDzRYtKAIq_vhz5yOpiWZPn8czQ9ikLttMBYJ0AiUFYMKu6AHHvAqTx2v7PQDZBG6-FQUIeeGXMEFMU77QtLJ2SF_x03oT2nmmOzFzaKjdselAtBFo7bZ4rn0t', 'width': 1440}]"|ChIJ9_9CuYeZ1ZERbpSWAmsvx7Y|4.3|ChIJ9_9CuYeZ1ZERbpSWAmsvx7Y|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|420.0|Junín E2-27, Quito|{'open_now': False}|{'compound_code': 'QFGR+H7 Quito, Ecuador', 'global_code': '67F3QFGR+H7'}|2.0||-0.2235415|-78.5093354
OPERATIONAL|POINT (-78.507408 -0.2212182)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet|Bandido Brewing|"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103022724170941663882"">Bandido Brewing</a>'], 'photo_reference': 'AUjq9jlkRIyaZ2inbQLF7jqqLO9jMgE_B4oFmqrSaywVzOiGi4iZ_woeagtVkfJVusC93skZeawPaphXBuKUcnmMCVUtzhrmOL9d7auHlKZIZmah4_aGLmkF4bRcUh81v-9Fw6UTLy1FgqIQH5OUtJSytN1n34BxhW1GIK7VcnNOulHZUZIB', 'width': 2048}]"|ChIJYbIpR4iZ1ZERBMFUZmK8QTo|4.7|ChIJYbIpR4iZ1ZERBMFUZmK8QTo|GOOGLE|['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']|1762.0|Jose J.Olmedo, Quito|{'open_now': False}|{'compound_code': 'QFHV+G2 Quito, Ecuador', 'global_code': '67F3QFHV+G2'}|2.0||-0.2212182|-78.507408
OPERATIONAL|POINT (-78.5037658 -0.2098651)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|el fogon parrilladas|"[{'height': 5003, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102707094632635277920"">El Fogón</a>'], 'photo_reference': 'AUjq9jnNTXI7LTYR78kXF2tXe85AJuQOOfoaFWnxWMyM0l8poKJNDJGrfTB16p7fhZKkbTGrCZzVZHE1zqIp2MEYOpfGNJ3-L9I53f0EzaoYQsZtS79hVnvizFh1tTWSunMh9fFvhachokujKm3p-MCoEMa8b74Hb4JTKVSH6N9nfabaVhaG', 'width': 4985}]"|ChIJYU-8WTua1ZERMccdCDl13c0|4.3|ChIJYU-8WTua1ZERMccdCDl13c0|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|227.0|Pichincha 168, Quito|{'open_now': True}|{'compound_code': 'QFRW+3F Quito, Ecuador', 'global_code': '67F3QFRW+3F'}|||-0.2098651|-78.5037658
OPERATIONAL|POINT (-78.5127328 -0.2190937)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Caravana Fast Food|"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108257596572819553024"">Alex Quishpe Salgado</a>'], 'photo_reference': 'AUjq9jnddhJbjN5kN_GDz78_RYd7gNNJ-fAXJ3GrJvkSOQTvs3C3Z1UgsCY-jyc8AZSrQxH_NJ0Czo2DPzFS64Eek70vmWw233pJLtD7Slewt3MDAL6stCsbYM8H3AU8KLdqh0nOofaWvXgFM7I9MAsghJUQm0qrtG-3KqvlKTh6OjZD1-vw', 'width': 1920}]"|ChIJP0yVzSma1ZERcMB2ke-zq5o|4.0|ChIJP0yVzSma1ZERcMB2ke-zq5o|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|628.0|Chile 1270, Quito|{'open_now': True}|{'compound_code': 'QFJP+9W Quito, Ecuador', 'global_code': '67F3QFJP+9W'}|||-0.2190937|-78.5127328
OPERATIONAL|POINT (-78.5056934 -0.2194542)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|ANTOJITOS||ChIJ33hIZSea1ZERrjQEYyFaX_k||ChIJ33hIZSea1ZERrjQEYyFaX_k|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']||QFJV+6P7, Quito|||||-0.2194542|-78.5056934
OPERATIONAL|POINT (-78.5232816 -0.2113386)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet|FRANQUICIA CN FRUTELEG GROUP|"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111586329605137946908"">FRANQUICIA CN FRUTELEG GROUP</a>'], 'photo_reference': 'AUjq9jnPqiigDdEJ6XuzyMUNxeF7Fb_AmLBzURzHqBXYzPBcdtCrG6-EkWb0FjJ3fIURYHiO6kEIj7Ublcj87V1mMxO_pVbWHOcACGYMP2LeDe5fiePyQqAOus6kIb3cdZwfxXEwzCngXM6yKgAjA_7qbPZB8e5ivzr8aXf8kpfOHS_kAIY4', 'width': 1024}]"|ChIJK--jY7eb1ZERte2mYAkaZaY|4.5|ChIJK--jY7eb1ZERte2mYAkaZaY|GOOGLE|['bar', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']|16.0|Juan Soto, Quito|{'open_now': True}|{'compound_code': 'QFQG+FM Quito, Ecuador', 'global_code': '67F3QFQG+FM'}|||-0.2113386|-78.5232816
OPERATIONAL|POINT (-78.51309909999999 -0.2209803)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cafetería 7 cruces||ChIJv7wvbYeZ1ZER8i4sI-H0UKo|4.0|ChIJv7wvbYeZ1ZER8i4sI-H0UKo|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|1.0|Pasaje Amador, García Moreno, Quito|{'open_now': True}|{'compound_code': 'QFHP+JQ Quito, Ecuador', 'global_code': '67F3QFHP+JQ'}|||-0.2209803|-78.51309909999999
OPERATIONAL|POINT (-78.5045574 -0.2157768)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Banco del Pacifico|"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110943213223218223103"">Petr Vyleta</a>'], 'photo_reference': 'AUjq9jkiXdWkYe19kXKt4qXYSOa-e8Eg_COqjFhDHIu4uxbLedqTdjUg8Kgfk6-unbGQXtwLGPWP49m-wBFD3vWZUlSfgPShH0T5tXpqITIzCAZ0TaZV9O8QtSK2WDDOAlMywB2U7GjxRHDlgQ9GALjXNaZ-8y_w3C4QbeS2_DDTRuwx8YP8', 'width': 1920}]"|ChIJAe1bpCaa1ZERD16WtpheXWk|2.6|ChIJAe1bpCaa1ZERD16WtpheXWk|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|7.0|y 170402, Quito|{'open_now': True}|{'compound_code': 'QFMW+M5 Quito, Ecuador', 'global_code': '67F3QFMW+M5'}|||-0.2157768|-78.5045574
CLOSED_TEMPORARILY|POINT (-78.51567610000001 -0.2161288)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|ATM Banco Central Ecuador||ChIJ5-SH5Sua1ZERCG2n21C1w0s||ChIJ5-SH5Sua1ZERCG2n21C1w0s|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||QFMM+GPW, Centro Comercial El Tejar, Primer Piso, Hermano Miguel, Quito||||True|-0.2161288|-78.51567610000001
OPERATIONAL|POINT (-78.5154619 -0.2161003)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Banco Pichincha||ChIJ6ZZX5Cua1ZERvueSFtOHc_M||ChIJ6ZZX5Cua1ZERvueSFtOHc_M|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||Centro Comercial Nuevo Amanecer, El Tejar, Hermano Miguel, Quito||{'compound_code': 'QFMM+HR Quito, Ecuador', 'global_code': '67F3QFMM+HR'}|||-0.2161003|-78.5154619
OPERATIONAL|POINT (-78.51473469999999 -0.2161656)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Del Banco De Guayaquil||ChIJbYBmWSma1ZERA0Ef65MOwlM||ChIJbYBmWSma1ZERA0Ef65MOwlM|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||C.C.Ipiales Mires, Gral Mires S/N, Quito||{'compound_code': 'QFMP+G4 Quito, Ecuador', 'global_code': '67F3QFMP+G4'}|||-0.2161656|-78.51473469999999
OPERATIONAL|POINT (-78.514971 -0.2170461)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Banco Internacional|"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100634196948199345575"">Domenica Guainalla</a>'], 'photo_reference': 'AUjq9jnUNoxV7dSdc49oh9xF6gOZe1B8zEP6ELlR5r4HoQaryvd4IAvVjRI6uzpFqVsWEPPtLURRNH7djRtax0uPKAd5E79buJ3JHFWXfYiq7yup1szuz0V0SkRymSDSZXU2t6byGGdKFENdsWN9Ubkwk8tKp8NR5B-k5Tcpt-3_YcD2-TwU', 'width': 1080}]"|ChIJEfkJ2Cua1ZERXABvinDZ4xw|4.5|ChIJEfkJ2Cua1ZERXABvinDZ4xw|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|2.0|Calle Imbabura S/N C.C. Mega Ipiales Hermano Miguel piso 2 local s/n||{'compound_code': 'QFMP+52 Quito, Ecuador', 'global_code': '67F3QFMP+52'}|||-0.2170461|-78.514971
