geometry|lat|lon|name|rating|type|zona_estudio|category|sub_cat
POINT (-78.4704364 -0.1333332)|-0.1333332|-78.4704364|Gasolinera Primax|4.2|gas_station|LA BOTA|local_economy|services
POINT (-78.4714875 -0.0988755)|-0.0988754999999999|-78.4714875|gasolinera petrocomercial|4.5|gas_station|LA BOTA|local_economy|services
POINT (-78.4787388 -0.1241255)|-0.1241255|-78.4787388|Primax Sabanilla Av. 6 de Diciembre Atimasa|4.2|gas_station|LA BOTA|local_economy|services
POINT (-78.4693948 -0.1139332)|-0.1139332|-78.4693948|Complejo Deportivo Corporación ISA|4.3|gym|LA BOTA|health|health
POINT (-78.4649124 -0.1314669)|-0.1314669|-78.4649124|Motionfitness|5.0|gym|LA BOTA|health|health
POINT (-78.4578389 -0.1082123)|-0.1082123|-78.4578389|Smart Fit Portal|4.6|gym|LA BOTA|health|health
POINT (-78.46620519999999 -0.1211895)|-0.1211895|-78.46620519999999|Estadio Del Comité Del Pueblo|4.0|gym|LA BOTA|health|health
POINT (-78.4582477 -0.1250433)|-0.1250433|-78.4582477|MANT GYM|5.0|gym|LA BOTA|health|health
POINT (-78.449748 -0.1137648)|-0.1137648|-78.449748|TEAM TRUJILLO escuela de boxeo|5.0|gym|LA BOTA|health|health
POINT (-78.4497287 -0.113756)|-0.113756|-78.4497287|Gym Stronger|4.7|gym|LA BOTA|health|health
POINT (-78.44889049999999 -0.1178528)|-0.1178528|-78.44889049999999|Estadio El Carmen Bajo|2.5|gym|LA BOTA|health|health
POINT (-78.4496875 -0.1106875)|-0.1106875|-78.4496875|Wayna Gym||gym|LA BOTA|health|health
POINT (-78.4606273 -0.1274468)|-0.1274468|-78.4606273|Liga Barrial La Quintana|4.1|gym|LA BOTA|health|health
POINT (-78.46773089999999 -0.1244828)|-0.1244828|-78.46773089999999|Wolf's Center Gym|4.8|gym|LA BOTA|health|health
POINT (-78.4478467 -0.1119582)|-0.1119582|-78.4478467|GIMNASIO STRONGER LLANO GRANDE|5.0|gym|LA BOTA|health|health
POINT (-78.46712219999999 -0.1267588)|-0.1267588|-78.46712219999999|CEAM Clarken Escuela de Artes Marciales|4.9|gym|LA BOTA|health|health
POINT (-78.45822869999999 -0.1292841)|-0.1292841|-78.45822869999999|Gimnasio club de entrenamiento fiv|4.2|gym|LA BOTA|health|health
POINT (-78.46859429999999 -0.1260164)|-0.1260164|-78.46859429999999|Body Space|4.5|gym|LA BOTA|health|health
POINT (-78.4712081 -0.1229865)|-0.1229865|-78.4712081|Raulrivadeneira|5.0|gym|LA BOTA|health|health
POINT (-78.4689286 -0.1266829)|-0.1266829|-78.4689286|SPOT NUTRICIÓN FIT ,CLUB COMITE PUEBLO|5.0|gym|LA BOTA|health|health
POINT (-78.46304169999999 -0.1014581)|-0.1014581|-78.46304169999999|Muscle God Fitness Center|5.0|gym|LA BOTA|health|health
POINT (-78.4522163 -0.1025896)|-0.1025896|-78.4522163|Club formativo Independiente del Valle Carapungo|3.0|gym|LA BOTA|health|health
POINT (-78.47758089999999 -0.1172467)|-0.1172467|-78.47758089999999|Frente Al Parque De Los Recuerdos||hospital|LA BOTA|health|health
POINT (-78.4775878 -0.119849)|-0.119849|-78.4775878|Specialty Center Ponceano Committee Pueblo (IESS)|3.6|hospital|LA BOTA|health|health
POINT (-78.449835 -0.0961555)|-0.0961554999999999|-78.449835|Family Medicine Center Vozandes Carapungo|3.9|hospital|LA BOTA|health|health
POINT (-78.4609718 -0.1152235)|-0.1152235|-78.4609718|Veterinaria Doctor Pet Quito|4.6|veterinary_care|LA BOTA|health|health
POINT (-78.4588923 -0.1117727)|-0.1117727|-78.4588923|Mediavans S.A|5.0|hospital|LA BOTA|health|health
POINT (-78.4583566 -0.1084296)|-0.1084296|-78.4583566|SIME Sistemas Médicos USFQ|3.3|hospital|LA BOTA|health|health
POINT (-78.45857339999999 -0.1082514)|-0.1082514|-78.45857339999999|GAES Portal Shopping||hospital|LA BOTA|health|health
POINT (-78.4586765 -0.1077471)|-0.1077471|-78.4586765|SIME USFQ - Portal Shopping|2.9|hospital|LA BOTA|health|health
POINT (-78.45856289999999 -0.1072879)|-0.1072879|-78.45856289999999|Redux Clinica - El Portal Shopping|5.0|hospital|LA BOTA|health|health
POINT (-78.4635509 -0.1079899)|-0.1079899|-78.4635509|CONJUNTO OASIS DEL NORTE|5.0|hospital|LA BOTA|health|health
POINT (-78.4667272 -0.1204431)|-0.1204431|-78.4667272|Centro de Salud Tipo C - Comite del Pueblo|3.6|hospital|LA BOTA|health|health
POINT (-78.4677221 -0.121186)|-0.121186|-78.4677221|Servicios medicos Unilab|3.7|hospital|LA BOTA|health|health
POINT (-78.4498188 -0.1136499)|-0.1136499|-78.4498188|CENTRO MEDICO SOPLO DE VIDA|5.0|hospital|LA BOTA|health|health
POINT (-78.4493808 -0.1128937)|-0.1128937|-78.4493808|Carrera Maternidad Llano Grande||hospital|LA BOTA|health|health
POINT (-78.44948529999999 -0.1114748)|-0.1114748|-78.44948529999999|Fresenius Medical Care|5.0|hospital|LA BOTA|health|health
POINT (-78.46722199999999 -0.1235337)|-0.1235337|-78.46722199999999|MEDICALAB Centro Médico Integral||hospital|LA BOTA|health|health
POINT (-78.4541974 -0.1056689)|-0.1056689|-78.4541974|Cotocollao||hospital|LA BOTA|health|health
POINT (-78.4643202 -0.1269445)|-0.1269445|-78.4643202|Centro de Salud E1|5.0|hospital|LA BOTA|health|health
POINT (-78.46891 -0.1241709)|-0.1241709|-78.46891|Centro Médico Medictova||hospital|LA BOTA|health|health
POINT (-78.4670293 -0.1052487)|-0.1052487|-78.4670293|GMEDIQ Cirugía General y Laparoscópica Ambato||hospital|LA BOTA|health|health
POINT (-78.4482723 -0.1055249)|-0.1055249|-78.4482723|Veterinaria Vetgoglio|4.5|veterinary_care|LA BOTA|health|health
POINT (-78.4741895 -0.1236405)|-0.1236405|-78.4741895|Solalissados|4.6|hair_care|LA BOTA|local_economy|services
POINT (-78.4623849 -0.1182826)|-0.1182826|-78.4623849|RELAX CANINO||hair_care|LA BOTA|local_economy|services
POINT (-78.4561331 -0.117677)|-0.117677|-78.4561331|Ana hairstyle - Peluquería|4.0|hair_care|LA BOTA|local_economy|services
POINT (-78.46286289999999 -0.1194189)|-0.1194189|-78.46286289999999|Nailash peluquería|5.0|hair_care|LA BOTA|local_economy|services
POINT (-78.4638986 -0.1183007)|-0.1183007|-78.4638986|Magic's Styles||hair_care|LA BOTA|local_economy|services
POINT (-78.4633209 -0.12225)|-0.12225|-78.4633209|Peluqueria Lisos Y Risos|3.6|hair_care|LA BOTA|local_economy|services
POINT (-78.45214109999999 -0.1136827)|-0.1136827|-78.45214109999999|BARBIE SALÓN|4.8|hair_care|LA BOTA|local_economy|services
POINT (-78.466674 -0.1201972)|-0.1201972|-78.466674|Peluqueria Mery||hair_care|LA BOTA|local_economy|services
POINT (-78.455467 -0.1074863)|-0.1074863|-78.455467|BARBER SHOP||hair_care|LA BOTA|local_economy|services
POINT (-78.4665756 -0.1218141)|-0.1218141|-78.4665756|Peluqueria Unisex||hair_care|LA BOTA|local_economy|services
POINT (-78.4665322 -0.1226616)|-0.1226616|-78.4665322|Mariuxi's SPA & PELUQUERIA|5.0|hair_care|LA BOTA|local_economy|services
POINT (-78.4671741 -0.1220425)|-0.1220425|-78.4671741|Peluquería Ideal - Comité del Pueblo|4.7|hair_care|LA BOTA|local_economy|services
POINT (-78.4666843 -0.1229179)|-0.1229179|-78.4666843|Sala De Belleza Y Peluqueria|3.0|beauty_salon|LA BOTA|local_economy|services
POINT (-78.4495791 -0.1135368)|-0.1135368|-78.4495791|Beauty Style||beauty_salon|LA BOTA|local_economy|services
POINT (-78.47332089999999 -0.107927)|-0.107927|-78.47332089999999|Nilotex Telas (Proyectos)|4.6|laundry|LA BOTA|local_economy|services
POINT (-78.4770805 -0.1247663)|-0.1247663|-78.4770805|Cleaning Experts|5.0|laundry|LA BOTA|local_economy|services
POINT (-78.4550606 -0.1077588)|-0.1077588|-78.4550606|TEÑIDO DE ROPA BETYTANCOLORS SUCURSAL QUITO||home_goods_store|LA BOTA|local_economy|stores
POINT (-78.45762309999999 -0.106015)|-0.106015|-78.45762309999999|Lavanderia Expres||laundry|LA BOTA|local_economy|services
POINT (-78.4677112 -0.1239511)|-0.1239511|-78.4677112|Mar Azul||laundry|LA BOTA|local_economy|services
POINT (-78.4484393 -0.1122791)|-0.1122791|-78.4484393|Servi Clean1|5.0|laundry|LA BOTA|local_economy|services
POINT (-78.4537198 -0.105458)|-0.105458|-78.4537198|La Química Carapungo|5.0|laundry|LA BOTA|local_economy|services
POINT (-78.4539753 -0.1050088)|-0.1050088|-78.4539753|Lavandería alemana Carapungo|5.0|laundry|LA BOTA|local_economy|services
POINT (-78.4690717 -0.12425)|-0.12425|-78.4690717|Lavamash|4.0|laundry|LA BOTA|local_economy|services
POINT (-78.4694603 -0.1242885)|-0.1242885|-78.4694603|Alquiler de lavadoras en quito. Wash at home|3.0|laundry|LA BOTA|local_economy|services
POINT (-78.46899839999999 -0.1252001)|-0.1252001|-78.46899839999999|Limpieza maestra|4.2|laundry|LA BOTA|local_economy|services
POINT (-78.4686091 -0.1274447)|-0.1274447|-78.4686091|Lavafacil|5.0|laundry|LA BOTA|local_economy|services
POINT (-78.4534438 -0.1004103)|-0.1004103|-78.4534438|La Química Carapungo||laundry|LA BOTA|local_economy|services
POINT (-78.4757218 -0.1191536)|-0.1191536|-78.4757218|Lavanderías Industriales|5.0|laundry|LA BOTA|local_economy|services
POINT (-78.474272 -0.123261)|-0.123261|-78.474272|LAVAFACIL DE LAVANDERIAS INDUSTRIALES|3.7|laundry|LA BOTA|local_economy|services
POINT (-78.4439611 -0.1098578)|-0.1098578|-78.4439611|Lavandería SolClean1||laundry|LA BOTA|local_economy|services
POINT (-78.46381629999999 -0.1373161)|-0.1373161|-78.46381629999999|BUSINESSLINE S.A.S||library|LA BOTA|local_economy|entertainment
POINT (-78.4583906 -0.1156698)|-0.1156698|-78.4583906|VirtualComp|4.3|museum|LA BOTA|local_economy|entertainment
POINT (-78.46059439999999 -0.1248477)|-0.1248477|-78.46059439999999|Tanque de Agua El Carmen|3.3|museum|LA BOTA|local_economy|entertainment
POINT (-78.4729854 -0.12853)|-0.12853|-78.4729854|Horticoop Andina|4.5|aquarium|LA BOTA|local_economy|entertainment
POINT (-78.4436635 -0.1025704)|-0.1025704|-78.4436635|Loginetgroup|4.1|storage|LA BOTA|local_economy|services
POINT (-78.47116249999999 -0.1331809)|-0.1331809|-78.47116249999999|Mudanzas economicas y guardamuebles Logisvant Internacional|5.0|moving_company|LA BOTA|local_economy|services
POINT (-78.4569154 -0.1134242)|-0.1134242|-78.4569154|CB Centro Logístico||storage|LA BOTA|local_economy|services
POINT (-78.4568173 -0.1097448)|-0.1097448|-78.4568173|FUNDIDORA LOOR||storage|LA BOTA|local_economy|services
POINT (-78.4580611 -0.108718)|-0.108718|-78.4580611|Almacenes Montero|4.0|storage|LA BOTA|local_economy|services
POINT (-78.4706446 -0.1154152)|-0.1154152|-78.4706446|Nirsa||storage|LA BOTA|local_economy|services
POINT (-78.4627185 -0.1045923)|-0.1045923|-78.4627185|SALCEDO MOTORS QUITO||storage|LA BOTA|local_economy|services
POINT (-78.4714326 -0.1125389)|-0.1125389|-78.4714326|Encaja Technologies Cía. Ltda.|4.2|storage|LA BOTA|local_economy|services
POINT (-78.4469483 -0.1106883)|-0.1106883|-78.4469483|ADIPAR S.A.||storage|LA BOTA|local_economy|services
POINT (-78.44658419999999 -0.1098307)|-0.1098307|-78.44658419999999|Adipharm Express|4.2|storage|LA BOTA|local_economy|services
POINT (-78.4456113 -0.1101056)|-0.1101056|-78.4456113|Flexnet del Ecuador - Operador logístico|4.5|storage|LA BOTA|local_economy|services
POINT (-78.4518544 -0.1022908)|-0.1022908|-78.4518544|Sekido S.A|3.8|storage|LA BOTA|local_economy|services
POINT (-78.4645676 -0.1305955)|-0.1305955|-78.4645676|Data Management & Outsourcing S.A|5.0|storage|LA BOTA|local_economy|services
POINT (-78.4621756 -0.1318663)|-0.1318663|-78.4621756|Bodegas JC Portal|5.0|storage|LA BOTA|local_economy|services
POINT (-78.44632059999999 -0.105849)|-0.105849|-78.44632059999999|"Bodegas ""S.A Importadora Andina S.A.I.A"""|5.0|storage|LA BOTA|local_economy|services
POINT (-78.46199279999999 -0.1319941)|-0.1319941|-78.46199279999999|Bodegas Galpones Arriendo Quito|3.7|storage|LA BOTA|local_economy|services
POINT (-78.4764982 -0.1189917)|-0.1189917|-78.4764982|BODEGA DISPONIBLE||storage|LA BOTA|local_economy|services
POINT (-78.44305 -0.1093496)|-0.1093496|-78.44305|Premium Logistics International Movers - Matriz|4.8|moving_company|LA BOTA|local_economy|services
POINT (-78.4613808 -0.1148511)|-0.1148511|-78.4613808|LICORERÍA SPRINGFIELD|5.0|liquor_store|LA BOTA|local_economy|stores
POINT (-78.46458249999999 -0.118077)|-0.118077|-78.46458249999999|Licoreria La Clínica||liquor_store|LA BOTA|local_economy|stores
POINT (-78.4644689 -0.119909)|-0.119909|-78.4644689|Happy BeerUio||liquor_store|LA BOTA|local_economy|stores
POINT (-78.46560509999999 -0.12177)|-0.12177|-78.46560509999999|A&B LICORERIA|5.0|liquor_store|LA BOTA|local_economy|stores
POINT (-78.4493471 -0.1130483)|-0.1130483|-78.4493471|Fabián Licoreria|5.0|liquor_store|LA BOTA|local_economy|stores
POINT (-78.4672863 -0.1240667)|-0.1240667|-78.4672863|LICORERIA EL ESTANCO LICORES||liquor_store|LA BOTA|local_economy|stores
POINT (-78.4676653 -0.1239796)|-0.1239796|-78.4676653|LICORERÍA CALIFORNIA||liquor_store|LA BOTA|local_economy|stores
POINT (-78.46778499999999 -0.1249516)|-0.1249516|-78.46778499999999|Licuors Corner|5.0|liquor_store|LA BOTA|local_economy|stores
POINT (-78.4646899 -0.1271076)|-0.1271076|-78.4646899|Licorería - Se me Vino a la Mente Una Copita o Dos|4.5|liquor_store|LA BOTA|local_economy|stores
POINT (-78.4646075 -0.1281664)|-0.1281664|-78.4646075|Licorería los Paisas|5.0|liquor_store|LA BOTA|local_economy|stores
POINT (-78.4709178 -0.1233708)|-0.1233708|-78.4709178|"Licoreria ""la gran parada"""|4.5|liquor_store|LA BOTA|local_economy|stores
POINT (-78.4718551 -0.1228048)|-0.1228048|-78.4718551|Woods Market|4.8|liquor_store|LA BOTA|local_economy|stores
POINT (-78.451943 -0.1276664)|-0.1276664|-78.451943|"LICORERIA ""AGUANTE LLANO"" 24HORAS"|4.3|liquor_store|LA BOTA|local_economy|stores
POINT (-78.4450494 -0.1098921)|-0.1098921|-78.4450494|Licorería Rey de Copas|5.0|liquor_store|LA BOTA|local_economy|stores
POINT (-78.46935169999999 -0.1280502)|-0.1280502|-78.46935169999999|Tienda La Veci||liquor_store|LA BOTA|local_economy|stores
POINT (-78.470356 -0.1036369)|-0.1036369|-78.470356|LICORERIA CORTEZ|5.0|liquor_store|LA BOTA|local_economy|stores
POINT (-78.44336059999999 -0.113702)|-0.113702|-78.44336059999999|El Gato Nocturno Licorería|4.9|liquor_store|LA BOTA|local_economy|stores
POINT (-78.45585319999999 -0.109305)|-0.109305|-78.45585319999999|Direccion Distrital de Pichincha MTOP|4.0|local_government_office|LA BOTA|government|government
POINT (-78.46661689999999 -0.1223421)|-0.1223421|-78.46661689999999|Ecuatec||local_government_office|LA BOTA|government|government
POINT (-78.464582 -0.1257099)|-0.1257099|-78.464582|RUFIPETS|5.0|local_government_office|LA BOTA|government|government
POINT (-78.4532448 -0.0997267)|-0.0997267|-78.4532448|Off.TOPOGRAFIA-V.A||local_government_office|LA BOTA|government|government
POINT (-78.4696263 -0.1294922)|-0.1294922|-78.4696263|Yanbal y Asesoría Jurídica|5.0|local_government_office|LA BOTA|government|government
POINT (-78.4705716 -0.1289807)|-0.1289807|-78.4705716|Empresa Eléctrica Quito|4.3|local_government_office|LA BOTA|government|government
POINT (-78.46992610000001 -0.1002093)|-0.1002093|-78.46992610000001|LINEAS DE LOS ANDES ( Tax Gaxela)|1.0|local_government_office|LA BOTA|government|government
POINT (-78.47446699999999 -0.1282503)|-0.1282503|-78.47446699999999|Turis Monserrat|1.8|local_government_office|LA BOTA|government|government
POINT (-78.4439361 -0.1275071)|-0.1275071|-78.4439361|Tenencia Política Llano Chico||local_government_office|LA BOTA|government|government
POINT (-78.4516289 -0.0964695)|-0.0964695|-78.4516289|GAMEZ VIELMA FREYN GREGORY|3.7|local_government_office|LA BOTA|government|government
POINT (-78.451621 -0.0962111)|-0.0962110999999999|-78.451621|Centro Autorizado De Recaudación Carapungo Centro||local_government_office|LA BOTA|government|government
POINT (-78.4531046 -0.0944666)|-0.0944666|-78.4531046|Empresa Electrica Quitó|3.4|local_government_office|LA BOTA|government|government
POINT (-78.4696921 -0.1126124)|-0.1126124|-78.4696921|Club 212|3.2|night_club|LA BOTA|local_economy|entertainment
POINT (-78.4705809 -0.1161409)|-0.1161409|-78.4705809|Clandestino Producer||bar|LA BOTA|local_economy|entertainment
POINT (-78.47124509999999 -0.1190015)|-0.1190015|-78.47124509999999|Koffee Club||night_club|LA BOTA|local_economy|entertainment
POINT (-78.4716784 -0.1109656)|-0.1109656|-78.4716784|La K-zona club privado|5.0|night_club|LA BOTA|local_economy|entertainment
POINT (-78.47318179999999 -0.1177179)|-0.1177179|-78.47318179999999|Diamond|5.0|night_club|LA BOTA|local_economy|entertainment
POINT (-78.4657776 -0.1279829)|-0.1279829|-78.4657776|Wings and Meats by kiki lito|5.0|bar|LA BOTA|local_economy|entertainment
POINT (-78.4726745 -0.1103733)|-0.1103733|-78.4726745|Monroe Club Privado|5.0|night_club|LA BOTA|local_economy|entertainment
POINT (-78.472825 -0.1105385)|-0.1105385|-78.472825|ELIXIR CLUB UIO|5.0|night_club|LA BOTA|local_economy|entertainment
POINT (-78.4725272 -0.1086979)|-0.1086979|-78.4725272|Club Insomnio|4.9|night_club|LA BOTA|local_economy|entertainment
POINT (-78.44707149999999 -0.1072118)|-0.1072118|-78.44707149999999|VENDEDOR 2|5.0|night_club|LA BOTA|local_economy|entertainment
POINT (-78.4746708 -0.1161036)|-0.1161036|-78.4746708|Casa Mitad del Mundo||night_club|LA BOTA|local_economy|entertainment
POINT (-78.4736483 -0.1090073)|-0.1090073|-78.4736483|Pretty House||night_club|LA BOTA|local_economy|entertainment
POINT (-78.47554629999999 -0.1134589)|-0.1134589|-78.47554629999999|Mosq club|3.8|night_club|LA BOTA|local_economy|entertainment
POINT (-78.4738589 -0.1050365)|-0.1050365|-78.4738589|Black &white|4.0|night_club|LA BOTA|local_economy|entertainment
POINT (-78.4778195 -0.1162764)|-0.1162764|-78.4778195|TEXAS CLUB||night_club|LA BOTA|local_economy|entertainment
POINT (-78.477513 -0.1108449)|-0.1108449|-78.477513|Club Gente Bonita|4.2|night_club|LA BOTA|local_economy|entertainment
POINT (-78.4423431 -0.1081067)|-0.1081067|-78.4423431|Bar - Karaoke Bambu Drinks|4.9|bar|LA BOTA|local_economy|entertainment
POINT (-78.4780806 -0.1106653)|-0.1106653|-78.4780806|Club Arén del Primo||night_club|LA BOTA|local_economy|entertainment
POINT (-78.4570009 -0.1171521)|-0.1171521|-78.4570009|La Bota Central Park|3.5|park|LA BOTA|built_environment|public_space
POINT (-78.4633138 -0.1144106)|-0.1144106|-78.4633138|Tierrasdelnorteviveroresiclador|5.0|park|LA BOTA|built_environment|public_space
POINT (-78.45829400000001 -0.1203966)|-0.1203966|-78.45829400000001|Llano chico|5.0|park|LA BOTA|built_environment|public_space
POINT (-78.46444629999999 -0.111028)|-0.111028|-78.46444629999999|Parque|4.1|park|LA BOTA|built_environment|public_space
POINT (-78.4513582 -0.1172104)|-0.1172104|-78.4513582|El Carmen Bajo Park|4.5|park|LA BOTA|built_environment|public_space
POINT (-78.4544131 -0.1079407)|-0.1079407|-78.4544131|Entrada Carapungo Park|3.8|park|LA BOTA|built_environment|public_space
POINT (-78.45050119999999 -0.1127338)|-0.1127338|-78.45050119999999|Conjunto Pueblo Blanco #1 Park||park|LA BOTA|built_environment|public_space
POINT (-78.4669208 -0.1229875)|-0.1229875|-78.4669208|La Casa de Santyago||park|LA BOTA|built_environment|public_space
POINT (-78.4545114 -0.1060612)|-0.1060612|-78.4545114|Urbanización Hernando Parra|4.2|park|LA BOTA|built_environment|public_space
POINT (-78.4660632 -0.124952)|-0.124952|-78.4660632|simon volibar|4.2|park|LA BOTA|built_environment|public_space
POINT (-78.45719869999999 -0.1037649)|-0.1037649|-78.45719869999999|Vibrant importadora camping|4.6|campground|LA BOTA|natural_environment|entertainment
POINT (-78.4480104 -0.1120046)|-0.1120046|-78.4480104|N5C pichincha OE11-143||campground|LA BOTA|natural_environment|entertainment
POINT (-78.4660729 -0.1259229)|-0.1259229|-78.4660729|drogadiccion Park|3.6|park|LA BOTA|built_environment|public_space
POINT (-78.469281 -0.1244999)|-0.1244999|-78.469281|Canchas De Ecuaboli|4.1|park|LA BOTA|built_environment|public_space
POINT (-78.4700268 -0.1073853)|-0.1073853|-78.4700268|ALTERNATIVA 1||park|LA BOTA|built_environment|public_space
POINT (-78.4687881 -0.1253968)|-0.1253968|-78.4687881|Parque|4.2|park|LA BOTA|built_environment|public_space
POINT (-78.4702215 -0.1069445)|-0.1069445|-78.4702215|Puerto Francisc De Orellan|3.8|park|LA BOTA|built_environment|public_space
POINT (-78.471184 -0.1233446)|-0.1233446|-78.471184|Parque|5.0|park|LA BOTA|built_environment|public_space
POINT (-78.46770149999999 -0.1287305)|-0.1287305|-78.46770149999999|Parque|2.7|park|LA BOTA|built_environment|public_space
POINT (-78.4693889 -0.1277223)|-0.1277223|-78.4693889|Comité Del Pueblo Park|3.6|park|LA BOTA|built_environment|public_space
POINT (-78.4573003 -0.1085979)|-0.1085979|-78.4573003|Estacionamiento Portal Shopping|3.0|parking|LA BOTA|built_environment|transportation
POINT (-78.46004219999999 -0.1068806)|-0.1068806|-78.46004219999999|Patio||parking|LA BOTA|built_environment|transportation
POINT (-78.45055830000001 -0.1110928)|-0.1110928|-78.45055830000001|Quito||parking|LA BOTA|built_environment|transportation
POINT (-78.452888 -0.1076281)|-0.1076281|-78.452888|Estacionamiento Carapungo|5.0|parking|LA BOTA|built_environment|transportation
POINT (-78.471091 -0.1245276)|-0.1245276|-78.471091|Emelec|5.0|parking|LA BOTA|built_environment|transportation
POINT (-78.4729084 -0.1068909)|-0.1068909|-78.4729084|BASE LOGISTICA GADERE BY VEOLIA||parking|LA BOTA|built_environment|transportation
POINT (-78.4696 -0.1003467)|-0.1003467|-78.4696|Estacionamiento para vehículos particulares||parking|LA BOTA|built_environment|transportation
POINT (-78.4776505 -0.1187041)|-0.1187041|-78.4776505|Parqueadero El Gran Eucalipto|3.0|parking|LA BOTA|built_environment|transportation
POINT (-78.4545694 -0.0968451)|-0.0968450999999999|-78.4545694|Garaje||parking|LA BOTA|built_environment|transportation
POINT (-78.45080519999999 -0.0970141)|-0.0970140999999999|-78.45080519999999|Parqueadero|5.0|parking|LA BOTA|built_environment|transportation
POINT (-78.4386555 -0.1106414)|-0.1106414|-78.4386555|Base Camiones Ecuambiente||parking|LA BOTA|built_environment|transportation
POINT (-78.4607797 -0.109833)|-0.109833|-78.4607797|Agrocomsi - Matriz|4.6|pet_store|LA BOTA|local_economy|stores
POINT (-78.4729854 -0.12853)|-0.12853|-78.4729854|Horticoop Andina|4.5|pet_store|LA BOTA|local_economy|stores
POINT (-78.4422099 -0.1114803)|-0.1114803|-78.4422099|MisterGuau 2||pet_store|LA BOTA|local_economy|stores
POINT (-78.4724165 -0.1286711)|-0.1286711|-78.4724165|Amigo Fiel, Tienda De Mascotas|4.7|pet_store|LA BOTA|local_economy|stores
POINT (-78.46311419999999 -0.1361015)|-0.1361015|-78.46311419999999|STETIDOG'S|4.3|pet_store|LA BOTA|local_economy|stores
POINT (-78.45757329999999 -0.1364511)|-0.1364511|-78.45757329999999|DISCOVERY PETS||pet_store|LA BOTA|local_economy|stores
POINT (-78.46809019999999 -0.1361629)|-0.1361629|-78.46809019999999|Planeta Mamíferos||pet_store|LA BOTA|local_economy|stores
POINT (-78.4695164 -0.1301292)|-0.1301292|-78.4695164|Hostal Capitolio Alegre|4.0|lodging|LA BOTA|local_economy|services
POINT (-78.4739204 -0.1089784)|-0.1089784|-78.4739204|Motel Cabañas del Norte|3.9|lodging|LA BOTA|local_economy|services
POINT (-78.4759964 -0.1119378)|-0.1119378|-78.4759964|Naomi Express|4.2|lodging|LA BOTA|local_economy|services
POINT (-78.47125439999999 -0.1007357)|-0.1007357|-78.47125439999999|Baru Motel Executive|4.0|lodging|LA BOTA|local_economy|services
POINT (-78.4707147 -0.1344124)|-0.1344124|-78.4707147|Hostal Rosales|3.7|lodging|LA BOTA|local_economy|services
POINT (-78.4756474 -0.1121729)|-0.1121729|-78.4756474|Tantra Loft Love Hotel - Motel en Quito|4.6|lodging|LA BOTA|local_economy|services
POINT (-78.4761402 -0.1005773)|-0.1005773|-78.4761402|AMENYLAB|5.0|supermarket|LA BOTA|local_economy|stores
POINT (-78.47545629999999 -0.1120021)|-0.1120021|-78.47545629999999|Venecia Motel|4.1|lodging|LA BOTA|local_economy|services
POINT (-78.4747177 -0.1048708)|-0.1048708|-78.4747177|Automotel Lumini|4.5|lodging|LA BOTA|local_economy|services
POINT (-78.4721859 -0.1024545)|-0.1024545|-78.4721859|Tantra Platinum Love Hotel - Motel en Quito|4.5|lodging|LA BOTA|local_economy|services
POINT (-78.4617471 -0.1124238)|-0.1124238|-78.4617471|Hostal La Bota NORTE DE QUITO|4.5|lodging|LA BOTA|local_economy|services
POINT (-78.4609854 -0.1212609)|-0.1212609|-78.4609854|Paola pinargote||lodging|LA BOTA|local_economy|services
POINT (-78.4624901 -0.1102403)|-0.1102403|-78.4624901|Hostal Eloisa|3.7|lodging|LA BOTA|local_economy|services
POINT (-78.4602944 -0.1078604)|-0.1078604|-78.4602944|Bodega MAVESA|4.5|lodging|LA BOTA|local_economy|services
POINT (-78.4553978 -0.1082774)|-0.1082774|-78.4553978|Hotel Metropolis Norte|4.4|lodging|LA BOTA|local_economy|services
POINT (-78.468075 -0.1122855)|-0.1122855|-78.468075|Edificio Álvarez|5.0|lodging|LA BOTA|local_economy|services
POINT (-78.46287459999999 -0.1064609)|-0.1064609|-78.46287459999999|Célula Mervin||lodging|LA BOTA|local_economy|services
POINT (-78.4625993 -0.1063529)|-0.1063529|-78.4625993|Conjunto Mansión Royale|5.0|lodging|LA BOTA|local_economy|services
POINT (-78.4591192 -0.1051284)|-0.1051284|-78.4591192|Conjuntos Atlantica 3|4.8|lodging|LA BOTA|local_economy|services
POINT (-78.46682539999999 -0.1233284)|-0.1233284|-78.46682539999999|Julius Hostal|4.4|lodging|LA BOTA|local_economy|services
POINT (-78.4580476 -0.1080071)|-0.1080071|-78.4580476|Cinext Portal Shopping|4.5|movie_theater|LA BOTA|local_economy|entertainment
POINT (-78.46980479999999 -0.1241771)|-0.1241771|-78.46980479999999|Snack Nachos||movie_theater|LA BOTA|local_economy|entertainment
POINT (-78.47420489999999 -0.1326135)|-0.1326135|-78.47420489999999|El mundo de Coco||movie_theater|LA BOTA|local_economy|entertainment
POINT (-78.47951680000001 -0.1139831)|-0.1139831|-78.47951680000001|Salmo 23 Soluciones Informaticas|4.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4651524 -0.1190451)|-0.1190451|-78.4651524|Mercado Comite Del Pueblo|3.8|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4585723 -0.1081851)|-0.1081851|-78.4585723|El Portal Shopping|4.6|shopping_mall|LA BOTA|built_environment|public_space
