business_status|geometry|icon|icon_background_color|icon_mask_base_uri|name|photos|place_id|rating|reference|scope|types|user_ratings_total|vicinity|opening_hours|plus_code|price_level|permanently_closed|lat|lon
OPERATIONAL|POINT (-78.5139253 -0.224368)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Leña Quiteña|"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109087967222492465253"">Dominick Withanachchi</a>'], 'photo_reference': 'Aaw_FcKFAnhOzgtNtupGz8wsTHebuKAdDnAZnim11px3Ze53W9PmmP165G0EW6E1lG57XZqfHEd8vyQD-mbIjFDJzZAFFjkcYM4jofEUmOlHWjCO554iyrG3mdGQsjWYKuxqvUkNp_gHf_i3io2ZSqHSF9szol4ct1_SmmkB5ydnrF1AqtDb', 'width': 4032}]"|ChIJ0QsxoYaZ1ZERAdYzQJzgZkQ|4.1|ChIJ0QsxoYaZ1ZERAdYzQJzgZkQ|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|1027.0|Calle Guayaquil S1-76 Calle de la Ronda, Morales, Quito|{'open_now': False}|{'compound_code': 'QFGP+7C Quito, Ecuador', 'global_code': '67F3QFGP+7C'}|2.0||-0.224368|-78.5139253
OPERATIONAL|POINT (-78.5080949 -0.2183507)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Las Menestras Del Negro|"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114881424721147230424"">Juanpablo Mogrovejo</a>'], 'photo_reference': 'Aaw_FcLli8KPvDs3gf5ui3aOX7pE0dG4w9OSmUwzwqNts210el_H2TRYTFoPctX8GaYnGXaYA5DjVkA8v0Cie1NfxAmCl1X4evZ_BZy-tWlGGUSWjzMOjz1z3QH9bg8fH1SRzYfjq_gjQccW2q-JBaCd_48QIun5DBW7tQw0rH5MuoI2x3nB', 'width': 3456}]"|ChIJgeFTxiea1ZER8exQaKwpoUY|4.1|ChIJgeFTxiea1ZER8exQaKwpoUY|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|222.0|Chile, Quito|{'open_now': True}|{'compound_code': 'QFJR+MQ Quito, Ecuador', 'global_code': '67F3QFJR+MQ'}|||-0.2183507|-78.5080949
CLOSED_TEMPORARILY|POINT (-78.5126181 -0.2263238)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet|Tertulia|"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101205070556304919018"">ozkar eduardo</a>'], 'photo_reference': 'Aaw_FcJmuffJg4dSmeOKtvUtHrppBpH4S-A5Ddhs9L5q8A0K1m1KZQhBurryov6LWix2EsGAXI4SsE3CYFzhjvi9KUtWjNUGUItaDjh0At0iSmB5pKte25xM0WxzgQRdNHycQrsPRobvK7BFY_twrJdVIUOhxE4gZnTCROHzUBtndKRkzqZ3', 'width': 1280}]"|ChIJ_4o6UISZ1ZERbvQnIkNqtXY|4.4|ChIJ_4o6UISZ1ZERbvQnIkNqtXY|GOOGLE|['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']|34.0|Juan de Dios Morales E1-29 y, Quito||{'compound_code': 'QFFP+FX Quito, Ecuador', 'global_code': '67F3QFFP+FX'}||True|-0.2263238|-78.5126181
OPERATIONAL|POINT (-78.5093354 -0.2235415)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|La Purisima|"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118186739230969684893"">La Purisima</a>'], 'photo_reference': 'Aaw_FcKs8-ElnL04DxpwgC2PM5C1HDjYxk31dzthTgxMXwZ9OSYVohPD1_p41T93AzSnMAPtstcjBCvUmetGxm3KJ4M58zBNFQKA8ifj4Lqgp0C3uYVv639FbJu3FHcc9CPaiwaLbYa3lfZUkdM-DMWhyvxxmlDp9ttB2joYLTTPmwdxURtS', 'width': 1440}]"|ChIJ9_9CuYeZ1ZERbpSWAmsvx7Y|4.3|ChIJ9_9CuYeZ1ZERbpSWAmsvx7Y|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|438.0|Junín E2-27, Quito|{'open_now': False}|{'compound_code': 'QFGR+H7 Quito, Ecuador', 'global_code': '67F3QFGR+H7'}|2.0||-0.2235415|-78.5093354
OPERATIONAL|POINT (-78.507408 -0.2212182)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet|Bandido Brewing|"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103022724170941663882"">Bandido Brewing</a>'], 'photo_reference': 'Aaw_FcLXgsqw57HY0ZXb7I_NzFQ9GBtjskTboy60t_SpDnCv8R5AxKOb9fTBbc_WHfkeADUn83-13HOqmkcbE1Ck79dv7IbYXDkPK--k1sl7Qv6JD8ab0lsckF87wcOg2YE8S7IkTT5y44cKfjajihy6MepjLZI85iVch6db0xAeUROOyAAg', 'width': 2048}]"|ChIJYbIpR4iZ1ZERBMFUZmK8QTo|4.7|ChIJYbIpR4iZ1ZERBMFUZmK8QTo|GOOGLE|['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']|1824.0|Jose J.Olmedo, Quito|{'open_now': False}|{'compound_code': 'QFHV+G2 Quito, Ecuador', 'global_code': '67F3QFHV+G2'}|2.0||-0.2212182|-78.507408
OPERATIONAL|POINT (-78.5037658 -0.2098651)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|el fogon parrilladas|"[{'height': 5003, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102707094632635277920"">El Fogón</a>'], 'photo_reference': 'Aaw_FcJGMAtVEAw5Pds614i52dNGzXTrb-WR_0nycyCHu06iQ7w2PrW3S43OllC4k2FxFvYmdPJtJCJftfDx1dFKLVeBGdP6huAZeAczS9dDF_lfigaxRnNcOefL2o030HZrszXj1x3lTkCKh0yYe7C9JnNMk8EZa0p5jfiYNf0qOR5SluC5', 'width': 4985}]"|ChIJYU-8WTua1ZERMccdCDl13c0|4.3|ChIJYU-8WTua1ZERMccdCDl13c0|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|227.0|Pichincha 168, Quito|{'open_now': False}|{'compound_code': 'QFRW+3F Quito, Ecuador', 'global_code': '67F3QFRW+3F'}|||-0.2098651|-78.5037658
OPERATIONAL|POINT (-78.5127328 -0.2190937)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Caravana Fast Food|"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108257596572819553024"">Alex Quishpe Salgado</a>'], 'photo_reference': 'Aaw_FcIHkd8DYMlS1aENPT6wa0fC4X1d5445zqTj5XpxFiL8tHGOvuACNSXXNjY0EBCQqVSlBYSvROeqMiWQ2SNqjhsLlmrlaWN0FkMcANYmWtoYAL1000C6bT-XGgqar5bZaN_LxCFsXHORdOJ7u44U0rGrfyl6nyDw7qRFYE3AuzK9BDXo', 'width': 1920}]"|ChIJP0yVzSma1ZERcMB2ke-zq5o|4.0|ChIJP0yVzSma1ZERcMB2ke-zq5o|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|656.0|Chile 1270, Quito|{'open_now': True}|{'compound_code': 'QFJP+9W Quito, Ecuador', 'global_code': '67F3QFJP+9W'}|||-0.2190937|-78.5127328
OPERATIONAL|POINT (-78.5056934 -0.2194542)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|ANTOJITOS||ChIJ33hIZSea1ZERrjQEYyFaX_k||ChIJ33hIZSea1ZERrjQEYyFaX_k|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']||QFJV+6P7, Quito|||||-0.2194542|-78.5056934
OPERATIONAL|POINT (-78.5232816 -0.2113386)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet|FRANQUICIA CN FRUTELEG GROUP|"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111586329605137946908"">FRANQUICIA CN FRUTELEG GROUP</a>'], 'photo_reference': 'Aaw_FcL7SRVtUSOIWtiSJVThBP1C_rugKt4zhSu7mrGKXvRlvgyZmsz7qWyv14WBBalUItCf1d4TFkyr9X142mzS0CU-JA6DQTIy62hRNddTLQB5f7HqGIA-gKjyx8tzctuJlFU9l3KiwZocbuO_ltVKG0xcqh16o57nQ8pga1JtCpUBUwxs', 'width': 1024}]"|ChIJK--jY7eb1ZERte2mYAkaZaY|4.5|ChIJK--jY7eb1ZERte2mYAkaZaY|GOOGLE|['bar', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']|15.0|Juan Soto, Quito|{'open_now': True}|{'compound_code': 'QFQG+FM Quito, Ecuador', 'global_code': '67F3QFQG+FM'}|||-0.2113386|-78.5232816
OPERATIONAL|POINT (-78.52220489999999 -0.209894)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Las MENESTRAS de Don K-po|"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109001169952650009003"">Stalin Tul</a>'], 'photo_reference': 'Aaw_FcKprkXpkhNGk37QloYZKMy4M3n-To2Nl0Uxy3_nIIXtrOfcl57nSzZZCmrCQpgEngacemMWPeCDmKAZKUaXAMTApeGDYJIwY2W-pWiZoy08vDLZrEzZmBNNo0lMC-vWa0FxE0DvrUgrlymUZdbHE-VsgOEdohwpeFSodiyXSsHRytgf', 'width': 8000}]"|ChIJy-lJ0P6b1ZERLK7qWR1ojP8|4.9|ChIJy-lJ0P6b1ZERLK7qWR1ojP8|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|8.0|Alvarez de Cuellar 65 y, Quito|{'open_now': True}|{'compound_code': 'QFRH+24 Quito, Ecuador', 'global_code': '67F3QFRH+24'}|||-0.209894|-78.52220489999999
OPERATIONAL|POINT (-78.51309909999999 -0.2209803)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cafetería 7 cruces||ChIJv7wvbYeZ1ZER8i4sI-H0UKo|4.0|ChIJv7wvbYeZ1ZER8i4sI-H0UKo|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|1.0|Pasaje Amador, García Moreno, Quito|{'open_now': True}|{'compound_code': 'QFHP+JQ Quito, Ecuador', 'global_code': '67F3QFHP+JQ'}|||-0.2209803|-78.51309909999999
OPERATIONAL|POINT (-78.5045574 -0.2157768)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Banco del Pacifico|"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110943213223218223103"">Petr Vyleta</a>'], 'photo_reference': 'Aaw_FcIojGXs2IEZHcG2GJzUFTO2ct2nW5V4ODcJryGa3I2oXCekESRs_ZPXRF80RfnAwKDXbZsfT0hXug3vbx32oTsE9MpD7b5KQnoDqstYt-Loy2H8LuxrZh2mXGNkokiDG-JgVZsz1G6OhNxD7ly6Fv8oXpYMCkTsG-j-a2E_KkfP_HMN', 'width': 1920}]"|ChIJAe1bpCaa1ZERD16WtpheXWk|2.6|ChIJAe1bpCaa1ZERD16WtpheXWk|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|7.0|y 170402, Quito|{'open_now': True}|{'compound_code': 'QFMW+M5 Quito, Ecuador', 'global_code': '67F3QFMW+M5'}|||-0.2157768|-78.5045574
OPERATIONAL|POINT (-78.51567610000001 -0.2161288)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|ATM Banco Central Ecuador||ChIJ5-SH5Sua1ZERCG2n21C1w0s||ChIJ5-SH5Sua1ZERCG2n21C1w0s|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||QFMM+GPW, Centro Comercial El Tejar, Primer Piso, Hermano Miguel, Quito|||||-0.2161288|-78.51567610000001
OPERATIONAL|POINT (-78.5154619 -0.2161003)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Banco Pichincha||ChIJ6ZZX5Cua1ZERvueSFtOHc_M||ChIJ6ZZX5Cua1ZERvueSFtOHc_M|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||Centro Comercial Nuevo Amanecer, El Tejar, Hermano Miguel, Quito||{'compound_code': 'QFMM+HR Quito, Ecuador', 'global_code': '67F3QFMM+HR'}|||-0.2161003|-78.5154619
OPERATIONAL|POINT (-78.51473469999999 -0.2161656)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Del Banco De Guayaquil||ChIJbYBmWSma1ZERA0Ef65MOwlM||ChIJbYBmWSma1ZERA0Ef65MOwlM|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||C.C.Ipiales Mires, Gral Mires S/N, Quito||{'compound_code': 'QFMP+G4 Quito, Ecuador', 'global_code': '67F3QFMP+G4'}|||-0.2161656|-78.51473469999999
OPERATIONAL|POINT (-78.514971 -0.2170461)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero Banco Internacional|"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100634196948199345575"">Domenica Guainalla</a>'], 'photo_reference': 'Aaw_FcKdhIgPctJA1o7ST6ioyz2IkkPLqOBPtsEk9u0IXXImGrnP2UXcEwn5BcJW135RIBZRgFeS-j00tavl8aoXO8U7PfuPZm7f6d_JfQYZrrsz2peGcJtUYWZ-pz1kz51nSLYxPmzHkPqMw_ILrz1dgpse2et15DFuEaVuZxYrX8JLhBVX', 'width': 1080}]"|ChIJEfkJ2Cua1ZERXABvinDZ4xw|4.5|ChIJEfkJ2Cua1ZERXABvinDZ4xw|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|2.0|Calle Imbabura S/N C.C. Mega Ipiales Hermano Miguel piso 2 local s/n||{'compound_code': 'QFMP+52 Quito, Ecuador', 'global_code': '67F3QFMP+52'}|||-0.2170461|-78.514971
