business_status|geometry|icon|icon_background_color|icon_mask_base_uri|name|photos|place_id|rating|reference|scope|types|user_ratings_total|vicinity|opening_hours|plus_code|price_level|permanently_closed|lat|lon
OPERATIONAL|POINT (-78.4595312 -0.1160554)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|King Pollo||ChIJJftyxNSP1ZERp3EvtrBR-YI||ChIJJftyxNSP1ZERp3EvtrBR-YI|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']||VGMR+H5H, Quito|||||-0.1160554|-78.4595312
OPERATIONAL|POINT (-78.4600634 -0.1157796)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Cevicheria Sazon Manabita|"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113419477283585193375"">Cevicheria Sazon Manabita</a>'], 'photo_reference': 'Aaw_FcJ8dSGBW15RsMR4lPbZyh4LfAl8vV7CT5yN4AdryXqXEnE5WBbQC87alWek2xPMNveduJCp_N0zUgQ_RkUl6ifs6bQa6BdhrJTwUdWZQEzswJ295VDpumbQAdmbCp4UKb2RAd-uW3xsP46TNvKJ1lcAaU27zJTKTHA8E-UIoTIXv8Cm', 'width': 3096}]"|ChIJFRoXwqKP1ZERALuAT-bGU8c|4.4|ChIJFRoXwqKP1ZERALuAT-bGU8c|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|15.0|Avenida La Bota, y, Quito|{'open_now': True}|{'compound_code': 'VGMQ+MX Quito, Ecuador', 'global_code': '67F3VGMQ+MX'}|||-0.1157796|-78.4600634
OPERATIONAL|POINT (-78.4604425 -0.1153647)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Horno de matilde||ChIJXaapmZuP1ZERg7W5LkpmRBE|4.5|ChIJXaapmZuP1ZERg7W5LkpmRBE|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|26.0|VGMQ+VR3, Quito|{'open_now': False}||||-0.1153647|-78.4604425
OPERATIONAL|POINT (-78.4582332 -0.115923)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png|#7B9EB0|https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet|Panificadora + Que Pan|"[{'height': 607, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117085829073382366091"">Panificadora + Que Pan</a>'], 'photo_reference': 'Aaw_FcImJYwG6GV-GUBm97FAVli8zKHcYKcKHcaFEjMEzxlSM_lR8zlSPfpgpHoMTzUfyg0xj_Fp-eoPB3XpVfDxo21pUeWUXMsOnnb8x52a4N55TjVZo9Qryr6u7FQur0KACyyJYRVwLZbjq_LgfzEKGq9ceGH4jjZFNEJy9TaTYdgTQ3C6', 'width': 1080}]"|ChIJwQ5r6xeP1ZER4lz2wAK3MaM|4.5|ChIJwQ5r6xeP1ZER4lz2wAK3MaM|GOOGLE|['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']|4.0|N69 Wladimir Lenin E15-A, María Pinto E15-34, Quito|{'open_now': True}|{'compound_code': 'VGMR+JP Quito, Ecuador', 'global_code': '67F3VGMR+JP'}|||-0.115923|-78.4582332
OPERATIONAL|POINT (-78.4568805 -0.1170998)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Pescaderia La Bota|"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107625701987248639549"">Wilson Andrade</a>'], 'photo_reference': 'Aaw_FcKMOS0WrAQadhr6L-FAKLS_BWWxaQ_tTXjOHRRSAqrF1Ou8cGz3_PSoRVUqZgZ-f22d51bzaImzXxem9UZ79vOyGMsrbIiau8bL6zCwBrKdv7_zQwtQqySeSUz7KzZlx-qYe8djarNeu5nDtKcreKSjwqyJhawQLurRzSH8UCMBHp9i', 'width': 4128}]"|ChIJgTD_mJmP1ZERDlQ9kq06wmA|4.3|ChIJgTD_mJmP1ZERDlQ9kq06wmA|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|328.0|VGMV+569, Jonas Escalante, Quito|{'open_now': True}||1.0||-0.1170998|-78.4568805
OPERATIONAL|POINT (-78.4554417 -0.1182694)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Ké Pinchos|"[{'height': 1195, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102840234722669187575"">Fernando Flores</a>'], 'photo_reference': 'Aaw_FcII6tNar5NlqW1oEjVtgqjMmkSBsiaY7ev1LRM2ZbW85dGlfuc4AzWW29c-2mGHJQixXqLXfoLRIwfgl5ZsG_Auo-Cg8v_YMPEMeZdwyqW93XElqrt3IQkKM9b9pfoGHt3NQuHVzXKFUMDhbr_Id9Q4Mh4a0DYfN-oOv2ydf7NYLtID', 'width': 1011}]"|ChIJ7WYeKQSP1ZERKoonZlgQ-zM|3.0|ChIJ7WYeKQSP1ZERKoonZlgQ-zM|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|1.0|Avenida La Bota &, Quito||{'compound_code': 'VGJV+MR Quito, Ecuador', 'global_code': '67F3VGJV+MR'}|||-0.1182694|-78.4554417
OPERATIONAL|POINT (-78.4634084 -0.1190248)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Restaurante Comida Típica||ChIJh_FE7MKP1ZEREKtAMyRFySg||ChIJh_FE7MKP1ZEREKtAMyRFySg|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']||VGJP+9JW, Natabuela, Quito|||||-0.1190248|-78.4634084
OPERATIONAL|POINT (-78.4626435 -0.1198658)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Encebollados Tiburón|"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110478994033443956560"">Encebollados Tiburón</a>'], 'photo_reference': 'Aaw_FcJ7bu-rfm6FCQ3ubu-pB3fR1qYMuyNM1BDZiwjaiZ-5qtDscUU8hBuNCmlmBN7fo7omoaLy-9f-Tl-ROiH7mFNMEI72TY3yWf2tzUSQ85D7NfPrY16pnupnIeS2PFY0EmWp8sQLSAylDatXdsEC_hyFgK5q1x60AU9oQY_8qIKNhsI', 'width': 1280}]"|ChIJywF76SaP1ZERjRJH4nKnvto|5.0|ChIJywF76SaP1ZERjRJH4nKnvto|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|2.0|Quito|{'open_now': False}|{'compound_code': 'VGJP+3W Quito, Ecuador', 'global_code': '67F3VGJP+3W'}|||-0.1198658|-78.4626435
OPERATIONAL|POINT (-78.4638511 -0.1189364)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Las Papicanastas Urbanas|"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115638065982432409999"">Marco THE Kdos</a>'], 'photo_reference': 'Aaw_FcKN_xEaxvKEU0Ng295b5WZmv7Dbs9XbpTrHCgvJjjOm17JgTK9x-gATW8InvNgFegGWT8D57HkgtWBrl91gO_KfBtbiaDpUkLm-elBD5Dm2okwncIiPPCbtVTobikBB7n0Mki1s5VyatirMJriqkFj665I7I8dyAhXXZI0Gwq_CiX8o', 'width': 1920}]"|ChIJ8eLZsIKP1ZERwni9kI_bcZo||ChIJ8eLZsIKP1ZERwni9kI_bcZo|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']||Avenida Francisco de la Torre &, Quito|{'open_now': True}|{'compound_code': 'VGJP+CF Quito, Ecuador', 'global_code': '67F3VGJP+CF'}|||-0.1189364|-78.4638511
OPERATIONAL|POINT (-78.463628 -0.1118362)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png|#FF9E67|https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet|Tilapias Chavelita|"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100769480239954766386"">EL CHAVELON</a>'], 'photo_reference': 'Aaw_FcJD8TMcur60F78ER4Wz-f69bTZwbauu9TvtgMEkdH0C21OBOM0486jjhqHBGuOgmi34FcmM8RjauS2OSlyqQlXIm3eoihZu7jqdHMcoIUhqEBsrg_a3-n64UkjRYTxZkiYCaxjAMrpskHpVKY2chVOzx2l9f485-1nHXSaj71n0Biug', 'width': 720}]"|ChIJyZ8wpkOP1ZERooYJPweJUy8|4.8|ChIJyZ8wpkOP1ZERooYJPweJUy8|GOOGLE|['restaurant', 'food', 'point_of_interest', 'establishment']|11.0|De Los Geranios &, Quito|{'open_now': False}|{'compound_code': 'VGQP+7G Quito, Ecuador', 'global_code': '67F3VGQP+7G'}|||-0.1118362|-78.463628
OPERATIONAL|POINT (-78.4529081 -0.108106)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Banco Guayaquil||ChIJrc4iLnWP1ZERro9Srst2F64|3.0|ChIJrc4iLnWP1ZERro9Srst2F64|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|1.0|VGRW+QR4, Quito|{'open_now': True}||||-0.108106|-78.4529081
OPERATIONAL|POINT (-78.4700716 -0.1006213)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Muñoz Carvajal||ChIJiT3RUmOP1ZERUaF-wlBPL7k||ChIJiT3RUmOP1ZERUaF-wlBPL7k|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||VGXH+QX3, Quito|{'open_now': False}||||-0.1006213|-78.4700716
OPERATIONAL|POINT (-78.44662699999999 -0.0999699)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Cajero||ChIJMdXEkhCP1ZERBDCADvvcf7M|5.0|ChIJMdXEkhCP1ZERBDCADvvcf7M|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|4.0|WH23+289, Capitán Giovanni Calles, Quito|{'open_now': True}||||-0.09996989999999999|-78.44662699999999
OPERATIONAL|POINT (-78.4573183 -0.1101471)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|ATM Banco Internacional|"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112430761146682692488"">Navier Salas</a>'], 'photo_reference': 'Aaw_FcJuCC4zRQNDoVES2U4X4FmBlQ2BZiaZfO7uIuI63evVmCiJdu8fI-ihEo3PIAMoflXjs5qZY8IDcOgfRySSdCT8LbdD_RBoDe69kVdLEjwWzeO806NK7Q29ikftztigrLUvsKd8jJZwkSZI1QMqTx165cG3fhEVEwLYHTB_vud77tLG', 'width': 1080}]"|ChIJd2beHJ6P1ZERBv7VoOX7eEo|4.0|ChIJd2beHJ6P1ZERBv7VoOX7eEo|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|1.0|VGQV+W3V, Quito|||||-0.1101471|-78.4573183
OPERATIONAL|POINT (-78.4573203 -0.1101093)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|ATM Banco Del Pacífico||ChIJmQRkG56P1ZERjcqZliI5rTc||ChIJmQRkG56P1ZERjcqZliI5rTc|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||VGQV+X33, Av. Simón Bolívar, El Santa María Carapungo, Quito|{'open_now': True}||||-0.1101093|-78.4573203
OPERATIONAL|POINT (-78.45782659999999 -0.1085888)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Banco del Austro||ChIJHekb96eP1ZERFjDfWO_JZ84|1.0|ChIJHekb96eP1ZERFjDfWO_JZ84|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']|2.0|VGRR+HV7, Simon Bolivar Y, Panamericana Norte, Quito|{'open_now': True}||||-0.1085888|-78.45782659999999
OPERATIONAL|POINT (-78.4576902 -0.1085409)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet|Banco Solidario|"[{'height': 1192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107824996190663778706"">Banco Solidario</a>'], 'photo_reference': 'Aaw_FcK86BfN9TZEvEOOGHuWh4fZUPjfy_j-15xzfVwDSZAI3bWP8Z-qOrkcDxW5qY_B0eBLA00cfyWJ2dtHCcoY5fRfPEQFYFgceeeU-vAjY93Lu8N2YgnvVv-i4c_2fgcNO-ayvGPKMynzAep2WPQd9BZA4YeM4MvP-0jFXPaB7pvUOYrR', 'width': 2119}]"|ChIJpQMjo-GP1ZERYDQqaqDixNw|2.0|ChIJpQMjo-GP1ZERYDQqaqDixNw|GOOGLE|['bank', 'atm', 'finance', 'point_of_interest', 'establishment']|1.0|CC Portal Shopping, Avenida Simón Bolívar 018B, Quito|{'open_now': False}|{'compound_code': 'VGRR+HW Quito, Ecuador', 'global_code': '67F3VGRR+HW'}|||-0.1085409|-78.4576902
OPERATIONAL|POINT (-78.4580953 -0.1081524)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet|Banco Bolivariano Cajero Automático||ChIJy-8wnKyP1ZERyN6WaY62tJc||ChIJy-8wnKyP1ZERyN6WaY62tJc|GOOGLE|['atm', 'finance', 'point_of_interest', 'establishment']||Av. Simón Bolivar entre Panamericana Norte y Geovanny Calles Carapungo, C.C El Portal Shopping, Quito|{'open_now': True}|{'compound_code': 'VGRR+PQ Quito, Ecuador', 'global_code': '67F3VGRR+PQ'}|||-0.1081524|-78.4580953
OPERATIONAL|POINT (-78.45775139999999 -0.1074658)|https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bank-71.png|#909CE1|https://maps.gstatic.com/mapfiles/place_api/icons/v2/bank-intl_pinlet|Banco Bolivariano||ChIJDwHAopOP1ZERmRJLm9HoDH8||ChIJDwHAopOP1ZERmRJLm9HoDH8|GOOGLE|['bank', 'atm', 'finance', 'point_of_interest', 'establishment']||Av. Simón Bolívar SN Entre Panamericana Norte y, Capitán Giovanni Calles Local 19, Quito|{'open_now': True}|{'compound_code': 'VGVR+2V Quito, Ecuador', 'global_code': '67F3VGVR+2V'}|||-0.1074658|-78.45775139999999
